"메인 키","분류명","공간명(한글)","공간명(영어)","개관년도","지역","우편번호","주소","상세주소","전화번호","홈페이지"
"517","공연연습실(대학로)","상설무대우리소리소극장","","    ","마포구  ","121-841","서울시 마포구 월드컵북로5가길 8-7","","02-326-2820","http://www.urisori.or.kr/"
"518","미술관","상원미술관","","    ","종로구  ","110-848","서울시 종로구 평창 31길 27","","02-396-3185","http://www.imageroot.co.kr"
"519","공연장","샘터파랑새극장 1관","Samtoh Bluebird Theater 1","1984","종로구  ","       ","서울시 종로구 동숭동 1-115","","02-747-2070,02-747-2090","http://http://www.isamtoh.com"
"520","공연장","샘터파랑새극장 2관","Samtoh Bluebird Theater 2","2007","종로구  ","       ","서울시 종로구 동숭동 1-115","","02-747-2070,02-747-2090","http://http://www.isamtoh.com"
"521","공연연습실(대학로)","샘터파랑새극장1관","","    ","종로구  ","110-809","서울시 종로구 대학로 116","","02-747-2070","http://www.isamtoh.com/blue_bird/blue_main.asp"
"522","전시시설","샘터화랑","","    ","서초구  ","137-044","서울시 서초구 고무래로8길 4","","02-514-5122","http://www.galeriebhak.com"
"523","복지관","생명의전화종합사회복지관","","    ","성북구  ","136-130","서울시 성북구 오패산로 21","","02-916-9193~5","http://www.seogallery.com"
"524","공연장","샤론홀","Sharon Hall","2018","서초구  ","06656  ","서울시 서초구 서초대로40길 49 (서초동, 라이프재단 빌딩)","지하 1층","070-7696-6381","http://blog.naver.com/familyfolder"
"525","공연장","샤롯데씨어터","Charlotte Theater&nbsp;","2006","송파구  ","       ","서울시 송파구 잠실동 40-1","","02-411-5011,1644-0078","http://www.charlottetheater.co.kr/"
"526","공연연습실(대학로)","샤롯데씨어터","","    ","송파구  ","138-721","서울시 송파구 올림픽로 240","","02-1644-0078",""
"527","공연장","서강대학교 메리홀 소극장","","1970","마포구  ","       ","서울시 마포구 신수동 1번지","","02-705-8743","http://www.e-stc.or.kr"
"528","공연장","서강대학교 메리홀(대극장)","Sogang University Mary Hall","1970","마포구  ","       ","서울시 마포구 신수동 1번지","","02-705-8743","http://maryhall.sogang.ac.kr/"
"529","공연연습실(대학로)","서강대학교메리홀","","    ","마포구  ","121-742","서울시 마포구 백범로 35","공학관 2층","02-705-8105","http://maryhall.sogang.ac.kr/"
"530","공연장","서교스퀘어","Seogyo Square","2020","마포구  ","04044  ","서울시 마포구 양화로 72 (서교동)","서교 효성해링턴타워 B1-B2","02-6351-7533","https://www.seogyocenter.or.kr"
"531","도서관","서대문구 이진아기념도서관","","    ","서대문구 ","120-080","서울시 서대문구 독립문공원길 80","","02-360-8600~3","http://www.dobongsiseol.or.kr"
"532","도서관","서대문도서관","","    ","서대문구 ","120-823","서울시 서대문구 모래내로 412","","02-6948-2119","http://www.youthcenter.or.kr"
"533","지방문화원","서대문문화원","","    ","서대문구 ","120-851","서울시 서대문구 백련사길 39","서대문문화체육관 2층","02-3217-1592~3",""
"534","공연연습실(대학로)","서대문문화체육회관","","    ","서대문구 ","120-760","서울시 서대문구 통일로 484","","02-360-8500","http://www.sanggyebokji.or.kr"
"535","공연장","서대문문화회관","Seodaemun-gu Culture Facilities","1992","서대문구 ","       ","서울시 서대문구 백련사길 19 (홍은3동 산26-155번지) 서대문문화회관","","02-360-8551","http://www.hanpac.or.kr"
"536","문예회관","서대문문화회관","","    ","서대문구 ","120-851","서울시 서대문구 백련사길 39","","02-360-8560~1,02-360-8564","http://www.onggimuseum.org"
"537","공연장","서대문아트홀","","2009","서대문구 ","       ","서울시 서대문구 미근동 163번지","","02-362-3820","http://www.sdmarthall.com"
"538","복지관","서대문종합사회복지관","","    ","서대문구 ","120-802","서울시 서대문구 모래내로 177","","02-375-5040~1",""
"539","청소년수련관","서대문청소년수련관","","    ","서대문구 ","120-826","서울시 서대문구 연희로 32길 129","","02-334-0080","http://www.ponychunghall.com"
"540","공연장","서연아트홀","","2013","종로구  ","       ","서울시 종로구 명륜2가 21-10","","02-747-2151","http://www.hongsa.co.kr"
"541","공연연습실(대학로)","서연아트홀","","    ","종로구  ","110-522","서울시 종로구 창경궁로 258-9","B1","02-763-2151",""
"542","공연장","서완소극장","SeowanTheater","2009","종로구  ","       ","서울시 종로구 명륜2가 21-23 한양빌딩 B1","","02-926-4937",""
"543","공연연습실(대학로)","서울 열린극장 창동","","    ","도봉구  ","132-898","서울시 도봉구 노해로69길 132","","02-994-1465","http://www.umgallery.co.kr"
"544","도서관","서울고덕평생학습관","","    ","강동구  ","134-804","서울시 강동구 고덕로 295","","02-6902-2631","http://www.gaainart.com"
"545","공연장","서울교육문화회관 대극장","Seoul KyoYuk MunHwa HoeKwan","    ","서초구  ","       ","서울시 서초구 양재동 202번지","","02-571-8100","http://www.temf.co.kr/index.aspx"
"546","공연연습실(대학로)","서울교육문화회관 대극장","","    ","서초구  ","137-915","서울시 서초구 바우뫼로 12길 70","","02-526-9680~1","http://www.mhwelfare.or.kr"
"547","박물관","서울교육박물관","","    ","종로구  ","110-210","서울시 종로구 북촌로5길 48","","02-736-2859","http://www.edumuseum.seoul.kr"
"548","공연장","서울남산국악당","Seoul Namsan Treditional Theater","2007","중구   ","       ","서울시 중구 필동 2가 84-1호 남산골 한옥마을내 서울남산국악당","","02-2261-0512~5","http://www.sejongpac.ok.kr"
"549","공연연습실(대학로)","서울남산국악당","","    ","중구   ","100-272","서울시 중구 퇴계로 34길 28","","02-2261-0512~5","http://www.hakchon.co.kr"
"550","공연연습실(대학로)","서울놀이마당","","    ","송파구  ","138-915","서울시 송파구 잠실로 148","","02-2147-3727","http://www.sbyouth.or.kr"
"551","공연연습실(대학로)","서울대학교 두레문예관공연장","","    ","관악구  ","151-742","서울시 관악구 관악로 1","서울대학교 학생회관 內","02-880-5836",""
"552","공연연습실(대학로)","서울대학교문화관","","    ","관악구  ","151-742","서울시 관악구 관악로 1","서울대학교","02-880-9320",""
"553","전시시설","서울대학교미술관","","    ","관악구  ","151-742","서울시 관악구 관악로 1","서울대학교 미술관","02-880-9504~5","http://www.hakgojae.com"
"554","도서관","서울도서관","","    ","중구   ","100-744","서울시 중구 세종대로 110","","02-120","http://www.lottearthall.co.kr/"
"555","공연장","서울미동초등학교체육관","","    ","서대문구 ","       ","서울시 서대문구 충정로동 29 (미근동 36)번지 ","","02-364-6524 ","http://www.smidong.es.kr/doum/index.jsp"
"556","복지관","서울시립대종합사회복지관","","    ","중랑구  ","131-790","서울시 중랑구 신내길 115","","02-3421-1988~9","http://www.sdmarthall.com"
"557","미술관","서울시립미술관","","    ","중구   ","100-813","서울시 중구 덕수궁길 61","","02-120,02-2124-8817","http://samgaksan.gangbukcmc.seoul.kr"
"558","도서관","서울시립어린이도서관","","    ","종로구  ","110-054","서울시 종로구 사직로 9길 7","","02-731-2300,02-731-2310,02-731-2320","http://childlib.sen.go.kr"
"559","청소년수련관","서울시립청소년드림센터","","    ","강남구  ","135-740","서울시 강남구 봉은사로114길 43","","02-2051-8600","http://www.jungnangimc.or.kr"
"560","박물관","서울역사박물관","","    ","종로구  ","110-062","서울시 종로구 새문안로 55","","02-724-0114","http://www.museum.seoul.kr"
"561","공연장","서울연극센터","Seoul Theater Center","2007","종로구  ","       ","서울시 종로구 명륜4가 1번지","","02-743-9333","http://www.e-stc.or.kr"
"562","공연장","서울열린극장 창동","Seoul Open Theater CHANG DONG","    ","도봉구  ","       ","서울시 도봉구 창동 1-6","","02-994-1465","http://www.sotc.or.kr"
"563","공연장","서울월드컵경기장 마당놀이전용극장","","2009","마포구  ","       ","서울시 마포구 성산동 서울월드컵경기장 북측광장 마당놀이전용극장","","02-747-5161","http://www.madangnori.co.kr"
"564","청소년수련관","서울유스호스텔","","    ","중구   ","100-250","서울시 중구 퇴계로26가길 6","","02-319-1318",""
"565","공연장","서울점프전용극장","","2012","종로구  ","       ","서울시 종로구 관수동 59-7","","02-722-3995",""
"566","도서관","서울중구구립도서관","","    ","중구   ","100-834","서울시 중구 동호로14길 18","","02-2280-8470~1","http://www.lattct.com"
"567","공연연습실(대학로)","서울패션센터 패션아트홀","","    ","중구   ","100-889","서울시 중구 퇴계로73길 50","서울패션센터 5층","02-3670-4567","http://www.hakchon.co.kr"
"568","공연장","서울패션아트홀","Seoul Fashion & Art Hall","    ","중구   ","       ","서울시 중구 신당동 251-7번지 서울패션센터 5층","","02-3670-4567",""
"569","공연장","서울퍼포밍아트홀","Seoul Performing Arts Hall","    ","마포구  ","       ","서울시 마포구 대흥동 30-3","","02-3274-8500",""
"570","공연장","서울호서아트홀 (구 클막시어터)","","2009","종로구  ","       ","서울시 종로구 혜화동 143-2 유니로드빌딩 5층","","02-766-7598",""
"571","복지관","서초구립 한우리정보문화센터","HanwooriRehabilitationCenter","2009","서초구  ","06756  ","서울시 서초구 남부순환로340길 15","서초구립 한우리정보문화센터","02-2055-0909","http://www.shc.or.kr"
"572","공연장","서초구민회관","Seocho Hall","1988","서초구  ","       ","서울시 서초구 양재동 25","","02-570-6550","http://gumin.seocho.go.kr"
"573","지방문화원","서초문화원","","    ","서초구  ","137-889","서울시 서초구 강남대로 201","서초구민회관 2층","02-2155-8607~8","http://www.arariogallery.com"
"574","청소년수련관","서초유스센터","","    ","서초구  ","137-872","서울시 서초구 반포대로 57","","02-3486-1318","http://www.galleryerl.com"
"575","공연장","서커스싸구려관람석","","    ","종로구  ","       ","서울시 종로구 명륜4가 154-3 지하","","",""
"576","공연장","선돌극장","Sundol Theatre","2007","종로구  ","       ","서울시 종로구 명륜1가 46-11","","02-747-3226",""
"577","도서관","선유정보문화도서관","","    ","영등포구 ","150-103","서울시 영등포구 선유로 43가길 10-8","","02-2163-0800","http://www.sylib.or.kr"
"578","복지관","선의관악종합사회복지관","","    ","관악구  ","151-807","서울시 관악구 양녕로 16길 44-9","","02-886-9941-3","http://www.galleryjang.com"
"579","전시시설","선화랑","","    ","종로구  ","110-290","서울시 종로구 인사동 184","","02-734-0458","http://cyber.kepco.co.kr/artcenter/main/main.jsp"
"580","공연연습실(대학로)","설치극장 정미소","","    ","종로구  ","110-810","서울시 종로구 이화장길 66","","02-3672-3001","http://www.jungmiso.com"
"581","공연장","설치극장정미소","Theatre Jungmiso","2002","종로구  ","       ","서울시 종로구 동숭동 199-17 객석B/D","","02-3673-2001","http://www.jungmiso.com"
"582","미술관","성곡미술관","","    ","종로구  ","110-062","서울시 종로구 신문로2가 1-101","","02-737-7650","http://www.sungkokmuseum.com"
"583","공연연습실(대학로)","성균관대 새천년홀","","    ","종로구  ","110-745","서울시 종로구 성균관로 41","","02-760-0114","http://hall.skku.edu/"
"584","공연장","성균관대학교 새천년홀","New Millenium Hall","1997","종로구  ","       ","서울시 종로구 명륜3가 53번지 성균관대학교 600주년기념관 B2F 새천년홀","","02-760-1066~1068,02-760-1112",""
"585","공연장","성균소극장","Sungkyun Theater","2006","종로구  ","       ","서울시 종로구 명륜2가 149번지","","02-747-5035","http://cafe.naver.com/sktheater.cafe"
"586","공연연습실(대학로)","성균소극장","","    ","종로구  ","110-522","서울시 종로구 성균관로 12-3","","02-747-5035",""
"587","복지관","성내종합사회복지관","","    ","강동구  ","134-849","서울시 강동구 성안로13길 56","","02-478-2555~7","http://www.galleryhyundai.com"
"588","도서관","성동구립 금호도서관","","    ","성동구  ","133-801","서울시 성동구 난계로 20","","02-2204-6450","http://www.galleryyeh.com"
"589","도서관","성동구립 무지개도서관","","    ","성동구  ","133-701","서울시 성동구 고산자로 270","","02-2286-6025","http://www.youthnaroo.or.kr"
"590","도서관","성동구립 용답도서관","","    ","성동구  ","133-849","서울시 성동구 용답 중앙3길 10","","02-2204-6470","http://www.sscmc.or.kr/culture1"
"591","도서관","성동구립도서관","","    ","성동구  ","133-070","서울시 성동구 고산자로 10길 9","","02-2204-6420","http://www.mycc.or.kr"
"592","지방문화원","성동문화원","","    ","성동구  ","133-865","서울시 성동구 왕십리길 288","","02-2286-6234~5","http://www.ewhawelfare.or.kr"
"593","공연장","성동문화회관 소월아트홀","Sowol Art Hall","2006","성동구  ","       ","서울시 성동구 행당동 142-16","","02-2292-6400","http://sowol.sdmc.go.kr"
"594","공연연습실(대학로)","성동문화회관(소월아트홀)","","    ","성동구  ","133-865","서울시 성동구 왕십리로 281","","02-2204-6400",""
"595","복지관","성동종합사회복지관","","    ","성동구  ","133-814","서울시 성동구 청계천로 506","","02-2290-3100","http://www.sdmljalib.or.kr"
"596","청소년수련관","성동청소년문화의집","","    ","성동구  ","133-807","서울시 성동구 장터1길 18","","02-2236-2678~9","http://www.dialogueinthedark.co.kr"
"597","청소년수련관","성동청소년수련관","","    ","성동구  ","133-070","서울시 성동구 고산지로 260","","02-2296-4062~3","http://www.hwelfare.or.kr"
"598","복지관","성민종합사회복지관","","    ","관악구  ","151-015","서울시 관악구 호암로 549","","02-876-0900","http://www.gallery41.co.kr/"
"599","미술관","성북구립미술관","","    ","성북구  ","136-823","서울시 성북구 성북로 134","","02-6925-5011","http://www.woomyun.or.kr"
"600","공연연습실(대학로)","성북구민회관","","    ","성북구  ","136-060","서울시 성북구 성북로4길 177","","02-924-6781","http://www.kcohall.kr/"
"601","공연장","성북동비둘기 연극실험실 “일상지하”","SB theatre lab","2010","성북구  ","       ","서울시 성북구 성북동 100-1번지 지하","","02-766-1774",""
"602","지방문화원","성북문화원","","    ","성북구  ","136-031","서울시 성북구 성북로 4길 13-8","","02-765-1611","http://www.sdyc.or.kr"
"603","도서관","성북정보도서관","","    ","성북구  ","136-120","서울시 성북구 화랑로 18자길 13","","02-962-1081","http://www.gugak.go.kr"
"604","청소년수련관","성북청소년수련관","","    ","성북구  ","136-831","서울시 성북구 한천로 95길 7","","02-3292-1318","http://www.sungdongyc.or.kr"
"605","공연연습실(대학로)","성북청소년수련관","","    ","성북구  ","136-831","서울시 성북구 한천로 95길 7","","02-3292-1318","http://www.mozarthall.co.kr"
"606","복지관","성산종합사회복지관","","    ","마포구  ","121-850","서울시 마포구 월드컵로 215","","02-374-5889","http://www.sungsan21.org"
"607","공연장","성수아트홀","SungSu ArtHall","2012","성동구  ","       ","서울시 성동구 성수동1가 656-323","","02-2204-7574",""
"608","공연연습실(대학로)","성신여자대학교","","    ","성북구  ","136-742","서울시 성북구 보문로34다길 2","","02-920-7114","http://www.karts.ac.kr"
"609","공연연습실(대학로)","성암아트홀","","    ","강남구  ","135-833","서울시 강남구 선릉로111길 6","","02-543-0826","http://www.ydart.co.kr/index.html"
"610","공연장","세실극장","Cecil Theater","1976","중구   ","       ","서울시 중구 정동 3-7번지","","02-736-7600","http://www.ceciltheater.com/theater/intro.htm"
"611","공연연습실(대학로)","세실극장","","    ","중구   ","100-120","서울시 중구 세종대로19길 16","","02-742-7601",""
"612","공연장","세실아트홀","Cecil Art Hall","1995","강남구  ","06023  ","서울시 강남구 언주로173길 20 (신사동)","B1, 1F","02-543-6752","https://www.cecil.co.kr"
"613","전시시설","세오갤러리","","    ","서초구  ","137-872","서울시 서초구 반포대로 94","남양빌딩 5층","02-583-5612",""
"614","공연장","세우아트센터","Sewoo Art Center","2002","종로구  ","       ","서울시 종로구 동숭동 1-86번지 세우아트센터 지하 1층","","02-501-6367","http://www.sewooartcenter.com"
"615","공연장","세익스피어 극장","Shakespeare Theater","2008","종로구  ","       ","서울시 종로구 동숭동 1-147","","02-766-9007","http://cafe.naver.com/spthater.cafe"
"616","공연연습실(대학로)","세익스피어극장","","    ","종로구  ","110-809","서울시 종로구 동숭길 51","","02-743-0771",""
"617","공연연습실(대학로)","세종대학교대양홀","","    ","광진구  ","143-747","서울시 광진구 능동로 209","","02-3408-4458",""
"618","공연연습실(대학로)","세종문화회관","","    ","종로구  ","110-821","서울시 종로구?세종대로 175","","02-399-1114~6","http://www.sejongpac.or.kr"
"619","공연장","세종문화회관 M씨어터","Sejong M Theater","1978","종로구  ","       ","서울시 종로구 세종로 81-3","","02-399-1111","http://www.sejongpac.or.kr"
"620","공연장","세종문화회관 대극장","Sejong Center","1978","종로구  ","       ","서울시 종로구 세종로 81-3","","02-399-1111","http://www.sejongpac.or.kr"
"621","전시시설","세종화랑","","    ","종로구  ","110-300","서울시 종로구 인사동길 39","성지빌딩 4층","02-722-2211","http://www.fec.or.kr/"
"622","공연장","소극장 가변","","2006","성북구  ","       ","서울시 성북구 삼선3가 5-2 지하 1층","","02-747-8573","http://www.gabyun.com/"
"623","공연장","소극장 극단적인 사람들","","    ","종로구  ","       ","서울시 종로구 명륜2가 8-29 2층","","070-4218-2964",""
"624","공연연습실(대학로)","소극장 꿈꾸는공작소","","    ","종로구  ","110-530","서울시 종로구 혜화로 14-1","","02-747-5035,02-3675-6688","http://blog.naver.com/factory2011"
"625","공연연습실(대학로)","소극장 다르게놀자 ","","    ","종로구  ","110-809","서울시 종로구 동숭길 39","","02-747-4222",""
"626","공연장","소극장 다르게놀자(구.손가락놀이극장)","Theater Dareuge Nolja","1999","종로구  ","       ","서울시 종로구 동숭동 1-153","","02-747-4222","http://http://www.songarak.co.kr"
"627","공연장","소극장 시월","","    ","종로구  ","       ","서울시 종로구 동숭동 1-47 연경빌딩","","",""
"628","공연연습실(대학로)","소극장 아리랑","","    ","종로구  ","110-809","서울시 종로구 동숭길 39","천지빌딩 B2","02-741-5332","http://blog.naver.com/factory2011"
"629","공연연습실(대학로)","소극장 알과핵","","    ","종로구  ","110-809","서울시 종로구 동숭길 25","마로니에유리빌딩","02-745-8833","http://blog.naver.com/ellip77"
"630","공연장","소극장축제","","2003","종로구  ","       ","서울시 종로구 명륜4가 111-2","","02-765-5625~6",""
"631","공연장","소극장피카소","Theater Picaso","2008","종로구  ","       ","서울시 종로구 명륜4가 69-1 소극장 피카소","","02-3672-7971",""
"632","공연연습실(대학로)","소극장피카소","","    ","종로구  ","110-524","서울시 종로구 대명1길 20","","02-3672-7971",""
"633","미술관","소마미술관","","    ","송파구  ","138-749","서울시 송파구 올림픽로 424","","02-425-1077","http://www.jangwi.or.kr"
"634","공연장","소울소극장","","2009","종로구  ","       ","서울시 종로구 혜화동 188번지 지층","","02-747-0414",""
"635","도서관","솔샘문화정보도서관","","    ","강북구  ","142-100","서울시 강북구 솔샘로 177","","02-944-3152","http://www.sejul.com"
"636","전시시설","송아트갤러리","","    ","서초구  ","137-921","서울시 서초구 서초중앙로 188","아크로비스타 지하 A-133","02-3482-7096",""
"637","도서관","송중문화정보도서관","","    ","강북구  ","142-809","서울시 강북구 도봉로 20나길 6","","02-944-3160~1","http://www.artwoolim.com"
"638","도서관","송파도서관","","    ","송파구  ","138-857","서울시 송파구 동남로 263","","02-404-7917","http://www.lifelineseoul.or.kr"
"639","공연장","송파문화원","Songpa Cultural Center","1994","송파구  ","       ","서울시 송파구 잠실동84번지(138-220)","","02-414-0354","http://www.spcc.or.kr"
"640","지방문화원","송파문화원","","    ","송파구  ","138-892","서울시 송파구 올림픽로 44","","02-414-0354~6","http://www.childfund-macheon.or.kr"
"641","도서관","송파어린이도서관","","    ","송파구  ","138-908","서울시 송파구 올림픽로 105","","02-418-0303","http://www.ewolgok.or.kr"
"642","공연연습실(대학로)","송파여성문화회관소극장","","    ","송파구  ","138-851","서울시 송파구 백제고분로 42길 5","","02-2203-3330","http://www.sungshin.ac.kr"
"643","복지관","송파종합사회복지관","","    ","송파구  ","138-813","서울시 송파구 오금로51길 34","","02-401-1919",""
"644","청소년수련관","송파청소년수련관","","    ","송파구  ","138-885","서울시 송파구 중대로4길 4","","02-449-0500","http://www.songpacc.or.kr"
"645","복지관","수서명화종합사회복지관","","    ","강남구  ","135-783","서울시 강남구 광평로 51길 49","","02-459-2696~7","http://www.snumoa.org"
"646","복지관","수서종합사회복지관","","    ","강남구  ","135-885","서울시 강남구 광평로 56길 11","","02-459-5504,02-459-8469","http://www.gacc.or.kr"
"647","청소년수련관","수서청소년수련관","","    ","강남구  ","135-886","서울시 강남구 광평로 144","","02-2226-3611~4","http://www.kncity.or.kr"
"648","도서관","수유문화정보도서관","","    ","강북구  ","142-070","서울시 강북구 삼양로 299","","02-944-3170~6","http://www.artside.org"
"649","전시시설","수화랑","","    ","강남구  ","135-732","서울시 강남구 테헤란로 521","인터컨티넨탈호텔 1층","02-518-5885","http://www.guro1318.org"
"650","공연장","숙명아트센터 - 씨어터S","Sookmyung Art Center - Theater S","2008","용산구  ","       ","서울시 용산구 청마동 2가 53-12 숙명여자대학교 르네상스플라자 B205","","02-715-6358","http://www.smuac.co.kr"
"651","전시시설","숙명여자대학교 문신미술관","","    ","용산구  ","140-742","서울시 용산구 효창원길 52","","02-710-9280","http://www.moonshin.or.kr"
"652","공연연습실(대학로)","숙명여자대학교르네상스플라자콘서트홀","","    ","용산구  ","140-742","서울시 용산구 청파로47길 100","","02-710-9114",""
"653","공연장","쉐라톤 그랜드 워커힐호텔 워커힐씨어터","Sheraton Grand Walkerhill Hotel Walkerhill Theatre","2008","광진구  ","       ","서울시 광진구 아차성길 175(광장동 산21) 쉐라톤 그랜드 워커힐","","02-455-5000","http://www.sheratonwalkerhill.co.kr"
"654","공연장","슈퍼맨아트홀","SupermanArtHall","2012","마포구  ","       ","서울시 마포구 서교동 394-44 서교제일빌딩 지하","","","http://cafe.daum.net/mdsdhr"
"655","공연장","스카이씨어터","Sky Theatre","2010","종로구  ","       ","서울시 종로구 동숭동 1-48 6층","","070-4106-8889",""
"656","공연장","스타시티 IM스테이지","Starcity IM Stage","2007","종로구  ","       ","서울시 종로구 명륜4가 113-1 스타시티 빌딩","","02-747-9139","http://www.sejongpac.ok.kr"
"657","공연장","스타시티 TM스테이지","Starcity TM Stage","2007","종로구  ","       ","서울시 종로구 명륜4가 113-1 스타시티 빌딩","","02-747-9139","http://http://www.arthallstarcity.com"
"658","공연장","스튜디오 동숭무대","Studio Dongsung Stage","2008","강북구  ","       ","서울시 강북구 미아5동 482-2  (142-105)","","02-941-7042","http://cafe.naver.com/naonculture"
"659","전시시설","스페이스선+","","    ","종로구  ","110-220","서울시 종로구 삼청로 75-1","","02-732-0732","http://www.coex.co.kr/"
"660","공연장","시네마 정동 1관","Cinema Jeongdong 1","2000","중구   ","       ","서울시 중구 정동 스타식스 정동 아트홀","","02-778-9817","http://cafe.daum.net/artspaceseoul"
"661","공연장","시네코아 비밥 전용관","CINECORE BIBAP THEATRE","2012","종로구  ","       ","서울시 종로구 삼일대로 386 (관철동 33-1)","","02-766-0815",""
"662","공연연습실(대학로)","시네코아 비밥전용관 ","","    ","종로구  ","110-111","서울시 종로구 삼일대로 386","시네코아 빌딩 지하","02-747-0366",""
"663","공연연습실(대학로)","시립창동문화체육센터공연장","","    ","도봉구  ","132-898","서울시 도봉구 노해로 69길 132","","02-901-5200","http://www.gallery2.co.kr"
"664","복지관","신길종합사회복지관","","    ","영등포구 ","150-853","서울시 영등포구 영등포로84길 24-5","","02-831-2755","http://www.singil.org"
"665","복지관","신내종합사회복지관","","    ","중랑구  ","131-792","서울시 중랑구 봉화산로 153","","02-3421-3400","http://gallery.munhwa.co.kr"
"666","복지관","신당종합사회복지관","","    ","중구   ","100-828","서울시 중구 동호로11길 22","","02-2231-1876~8","http://www.papaproduction.com"
"667","공연장","신도림 테크노마트 프라임아트홀","Prime Art Hall","2007","구로구  ","       ","서울시 구로구 구로5동3-25","","02-2102-4909","http://www.primeenter.co.kr"
"668","복지관","신림종합사회복지관","","    ","관악구  ","151-015","서울시 관악구 난곡로 110","","02-851-1767~9","http://www.jeanart.net"
"669","청소년수련관","신림청소년쉼터","","    ","관악구  ","151-891","서울시 관악구 신림로 376","대경빌딩 3층","02-876-7942","http://www.nsartscenter.or.kr"
"670","복지관","신목종합사회복지관","","    ","양천구  ","158-764","서울시 양천구 신목로 5","","02-2643-7221~3","http://www.shinmok.or.kr"
"671","공연연습실(대학로)","신사문화센터","","    ","강남구  ","135-890","서울시 강남구 압구정로 128-0","","02-2176-0600","http://www.smarts.or.kr"
"672","복지관","신사종합사회복지관","","    ","은평구  ","122-882","서울시 은평구 은평로 38","","02-376-4141~2","http://www.sscc.or.kr"
"673","도서관","신월디지털정보도서관","","    ","양천구  ","158-832","서울시 양천구 오목로5길 34","","02-2065-1260~4","http://www.yangcheonart.go.kr"
"674","복지관","신월종합사회복지관","","    ","양천구  ","158-841","서울시 양천구 신월로 160","3층","02-2605-8728~9","http://www.sinwc.or.kr"
"675","청소년수련관","신월청소년문화센터","","    ","양천구  ","158-829","서울시 양천구 가로공원로 86","","02-2604-7485~6","http://www.swyouth.or.kr"
"676","복지관","신정종합사회복지관","","    ","양천구  ","158-857","서울시 양천구 신정중앙로 80","","02-2603-1792~3","http://www.shinjung.or.kr"
"677","공연장","신촌문화발전소","Shinchon Arts Space","2018","서대문구 ","03777  ","서울시 서대문구 연세로2나길 57 (창천동)","신촌문화발전소","02-330-4393","https://scas.or.kr"
"678","공연연습실(대학로)","신한아트홀","","    ","강남구  ","135-514","서울시 강남구 역삼로 251","신한은행 강남별관 B1","02-518-5133","http://www.smarts.or.kr"
"679","공연연습실(대학로)","신한아트홀","","    ","강남구  ","135-514","서울시 강남구 역삼로 251","신한은행 강남별관 B1","02-2010-3300","http://www.ydart.co.kr/index.html"
"680","공연연습실(대학로)","쌈지스페이스 바람소극장","","    ","마포구  ","121-880","서울시 마포구 와우산로30길 18","","02-422-8211",""
"681","청소년수련관","쌍문동청소년랜드","","    ","도봉구  ","132-884","서울시 도봉구 노해로 140","","02-999-0170","http://www.youthland.net"
"682","청소년수련관","쌍문동청소년문화의집","","    ","도봉구  ","132-034","서울시 도봉구 시루봉로 2길 34","","02-908-0457~8","http://www.smy.or.kr"
"683","공연연습실(대학로)","썬프라자 아트홀","","    ","영등포구 ","150-820","서울시 영등포구 신길로 41","썬프라자 백화점 2층","02-833-3100",""
"684","공연장","썬프라자아트홀","Sunplaza Art Hall","1996","영등포구 ","       ","서울시 영등포구 대림동 909-2 (썬프라자백화점) 2층","","02-833-3100","http://www.wooripp.co.kr"
"685","공연장","씨어터 송","Theatre Song","2013","서초구  ","       ","서울시 서초구 법원로 3길 22 영인빌딩 B1","","070-8843-0088","http://www.arts-play.co.kr"
"686","공연연습실(대학로)","씨어터SH","","    ","종로구  ","110-809","서울시 종로구 동숭길 25","마로니에유리빌딩B1","02-747-2265","http://blog.naver.com/ellip77"
"687","공연장","씨어터디아더","Theater TheOther","2005","종로구  ","       ","서울시 종로구 동숭동 1-132","","02-742-1602",""
"688","공연장","씨어터바 꿈꾸다","Theater Bar Dreaming","2010","종로구  ","       ","서울시 종로구 명륜2가 33번지 B1층","","070-8639-0688",""
"689","공연장","씽크아트홀","Think Art Hall","2005","서초구  ","       ","서울시 서초구 반포동 센트럴시티 파미에파크 2F 씽크타운","","02-6282-5777","http://www.thinktown.co.kr"
"690","전시시설","아라리오서울","","    ","강남구  ","135-100","서울시 강남구 도산대로 75길 22","","02-541-5701","http://www.chungdam.or.kr"
"691","미술관","아르코미술관","","    ","종로구  ","110-809","서울시 종로구 동숭길 3","","02-760-4850~3","http://www.arkoartcenter.or.kr"
"692","공연연습실(대학로)","아르코예술극장","","    ","종로구  ","110-809","서울시 종로구 대학로8길 7","","02-3668-0007","http://www.hanpac.or.kr/"
"693","공연장","아르코예술극장 대극장","Arko Arts Theater","1981","종로구  ","       ","서울시 종로구 동숭동 1-111","","02-3668-0007","http://www.hanpac.or.kr"
"694","공연장","아르코예술극장 소극장","Arko Arts Theater : Small Theater","1981","종로구  ","       ","서울시 종로구 동숭동 1-111","","02-3668-0007","http://www.hanpac.or.kr"
"695","공연장","아름다운 극장","Beautiful Theater","2008","종로구  ","       ","서울시 종로구 명륜2가 8-9","","02-946-0502","http://www.kdbt.net"
"696","공연연습실(대학로)","아름다운극장","","    ","종로구  ","110-522","서울시 종로구 성균관로4길 48","B1","02-946-0502","http://blog.naver.com/factory2011"
