시설명,시설코드,시설종류명(시설유형),시설종류상세명(시설종류),자치구(시)구분,시설장명,시군구코드,시군구명,시설주소,Latitude,Longitude,정원(수용인원),현인원,전화번호,우편번호
참사랑실버케어,G1934,(노인) 노인요양시설,노인의료복지시설,자치구,황중석,1150000000,강서구,서울특별시 강서구 까치산로106 (화곡동),37.5474957,126.8493166,41,39,220651295,157650
그린요양원,G2007,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,차세광,1132000000,도봉구,"서울특별시 도봉구 방학로 115, 2층 (방학동, 그린빌딩)",37.6625809,127.0394587,9,9,29568998,1390
주안요양원,G2061,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,권영주,1138000000,은평구,서울특별시 은평구 서오릉로13길10 (구산동),37.6109628,126.9123059,9,9,23566599,122600
밝은햇살요양원,G2062,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박종하,1150000000,강서구,"서울특별시 강서구 강서로29길38, 1층 (화곡동)",37.5392057,126.8397497,9,9,226080410,157650
둥지요양원,G2067,(노인) 노인요양시설,노인의료복지시설,자치구,장서현,1129000000,성북구,"서울특별시 성북구 오패산로 49, 2층 1호 (하월곡동)",37.6063985,127.0364478,20,14,02-943-1235,136600
가족사랑요양원,G2181,(노인) 노인요양시설,노인의료복지시설,자치구,권현섭,1130500000,강북구,"서울특별시 강북구 한천로 1108-1, 2, 3층 (수유동)",37.6444463,127.0210373,20,20,29998334,1048
행복한노인요양원2,G2213,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김문주,1130500000,강북구,"서울특별시 강북구 덕릉로46, 2호 4층 (수유동)",37.6340425,127.0185411,9,9,7088726401,1111
행복한노인요양원1,G2214,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김민배,1130500000,강북구,"서울특별시 강북구 덕릉로46, 2호, 2층 (수유동)",37.6340425,127.0185411,9,9,29026400,142600
가온요양원,G2227,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이정희,1135000000,노원구,"서울특별시 노원구 노원로479, 5층 (상계동, 대광빌딩)",37.6588594,127.0645709,9,9,29513001,139600
우리가족요양원 2호점,G2243,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,여유라,1126000000,중랑구,"서울특별시 중랑구 용마산로 488, 5층 (망우동, 유진빌딩)",37.5944742,127.099867,9,9,24937005,131600
우리가족요양원 1호점,G2244,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조명훈,1126000000,중랑구,"서울특별시 중랑구 용마산로 488, 6층 (망우동, 유진빌딩)",37.5944742,127.099867,9,9,24937005,131600
효드림요양원,G2267,(노인) 노인요양시설,노인의료복지시설,자치구,오은주,1141000000,서대문구,"서울특별시 서대문구 응암로 62-0 (북가좌동)62, 4~7층 (북가좌동)",37.5785848,126.9106133,29,29,231510490,3691
성심노인요양원,G2324,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김연호,1150000000,강서구,"서울특별시 강서구 강서로74길36, 4층 (가양동, 서령빌딩)",37.5668719,126.8427652,9,9,236632202,7573
은빛요양원 II,G2325,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,권정숙,1162000000,관악구,"서울특별시 관악구 신림로 134-0 (신림동)134, 5층 (신림동, 오성빌딩)",37.4716525,126.934819,9,9,28888833,8838
은빛요양원,G2327,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이미자,1162000000,관악구,"서울특별시 관악구 신림로 134, 4층 (신림동, 오성빌딩)",37.4716525,126.934819,9,9,28888833,151600
실버캐슬요양원,G2332,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김영환,1154500000,금천구,서울특별시 금천구 시흥대로139길 14 (독산동),37.4729797,126.8972746,9,9,02-854-0627,8534
실버캐슬 그룹홈,G2333,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,노영신,1154500000,금천구,서울특별시 금천구 시흥대로139길 14 (독산동),37.4729797,126.8972746,9,9,02-854-0626,153600
다원요양원,G2340,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김원두,1162000000,관악구,"서울특별시 관악구 조원중앙로 24, 3층 (신림동, 우진빌딩)",37.481627,126.9059622,9,9,28586690,151600
다원요양센터,G2341,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,심민희,1162000000,관악구,"서울특별시 관악구 조원중앙로 24, 5층 (신림동, 우진빌딩)",37.481627,126.9059622,9,9,28586690,8765
영지요양원,G2368,(노인) 노인요양시설,노인의료복지시설,자치구,금경자,1126000000,중랑구,서울특별시 중랑구 봉우재로 47 (면목동),37.5909819,127.0783294,37,37,24477621,131600
신월실버요양원,G2400,(노인) 노인요양시설,노인의료복지시설,자치구,구종완,1147000000,양천구,서울특별시 양천구 곰달래로 30 (신월동),37.5297385,126.8361119,75,71,226976281,158600
평강요양원,G2405,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,임정옥,1126000000,중랑구,"서울특별시 중랑구 용마산로112길90, 3층 (망우동, 성공빌딩)",37.5985059,127.1054612,9,9,24349169,131600
한솔요양원,G2419,(노인) 노인요양시설,노인의료복지시설,자치구,김수신,1129000000,성북구,"서울특별시 성북구 오패산로10길 30, 4층 401호 (하월곡동)",37.6051582,127.0383809,29,28,29117879,2751
도우누리편안한요양원,G2460,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김현철,1123000000,동대문구,"서울특별시 동대문구 한천로37길19, A동 5층 (답십리동, 창승빌딩)",37.5763219,127.0665214,9,7,02-3390-4645,130650
쌍문늘푸른요양원,G2474,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이강호,1132000000,도봉구,"서울특별시 도봉구 해등로26길7, 쌍문동 501호 (쌍문동)",37.6585049,127.0326011,9,9,29947250,1387
사랑가득 요양원,G2523,(노인) 노인요양시설,노인의료복지시설,자치구,나태웅,1154500000,금천구,"서울특별시 금천구 독산로194 (독산동, 영재빌딩)",37.4643321,126.9031647,43,43,02-804-1030,153600
가천요양원,G2527,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이정임,1126000000,중랑구,"서울특별시 중랑구 신내로14길13, 4층 (신내동)",37.6058361,127.0960935,9,9,02-3423-2220,131600
서울숲요양원,G2547,(노인) 노인요양시설,노인의료복지시설,자치구,최한철,1162000000,관악구,서울특별시 관악구 난향7길 68 (신림동),37.4596561,126.9150536,99,99,28584501,151600
나이팅게일너싱홈,G2555,(노인) 노인요양시설,노인의료복지시설,자치구,장경애,1159000000,동작구,"서울특별시 동작구 남부순환로255길8, 1,3층 101,301호 (사당동, 장미빌라)",37.4764869,126.9712237,22,22,02-583-6711,156600
늘봄시니어케어센터,G2589,(노인) 노인요양시설,노인의료복지시설,자치구,조광희,1153000000,구로구,서울특별시 구로구 새말로 38-12 (구로동)(구로동),37.5025106,126.8849416,15,15,28558118,8292
도봉하루요양원2호점,G2597,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조선아,1132000000,도봉구,서울특별시 도봉구 방학로3길 103 (쌍문동) 춘광빌딩 5~6층,37.6585483,127.0390708,9,9,7081827713,1395
도봉하루요양원1호점,G2598,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이정숙,1132000000,도봉구,서울특별시 도봉구 방학로3길 103 (쌍문동),37.6585483,127.0390708,9,9,7081167713,1395
마더노인요양센터,G2659,(노인) 노인요양시설,노인의료복지시설,자치구,박형대,1174000000,강동구,"서울특별시 강동구 명일로 230, 2층 (길동)",37.5391164,127.1468187,29,29,24736533,134600
엘림요양원,G2687,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,우지혜,1126000000,중랑구,"서울특별시 중랑구 봉우재로 79, 3층 (상봉동, 화성빌딩)",37.5919606,127.0819664,9,9,24969724,131600
닥터참사랑요양원,G2732,(노인) 노인요양시설,노인의료복지시설,자치구,윤영준,1117000000,용산구,"서울특별시 용산구 원효로 155, 3~5층 (원효로2가)",37.5350471,126.9603585,15,15,27110335,4363
우리엄마요양원,G2778,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김미현,1129000000,성북구,"서울특별시 성북구 보문로 123, 3층 (보문동2가)",37.5857569,127.0182315,9,8,29213002,136600
한가람요양원,G2846,(노인) 노인요양시설,노인의료복지시설,자치구,최연임,1150000000,강서구,"서울특별시 강서구 등촌로 183, 4층 (등촌동)",37.5462615,126.8622039,20,20,226450558,157650
실버캐슬요양타운,G2883,(노인) 노인요양시설,노인의료복지시설,자치구,차재철,1147000000,양천구,서울특별시 양천구 신월로 107 (신월동),37.5162223,126.8358153,49,49,220651451,158600
정원요양원,G2893,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정명자,1126000000,중랑구,"서울특별시 중랑구 용마산로112길 90, 4층 (망우동)",37.5988832,127.105424,9,9,24938859,131600
경복궁요양센터,G2901,(노인) 노인요양시설,노인의료복지시설,자치구,주현태,1171000000,송파구,서울특별시 송파구 성내천로47길 40 (마천동),37.5007537,127.1473155,46,46,24080048,138600
중곡요양원,G2908,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,배인순,1121500000,광진구,"서울특별시 광진구 면목로 203, 3층 (중곡동)",37.571219,127.0832462,9,9,24338255,143607
다애요양원,G2909,(노인) 노인요양시설,노인의료복지시설,자치구,서정애,1129000000,성북구,"서울특별시 성북구 성북로4길 52, 한진아파트스포츠센터동 지하2층 5305,5306호 (돈암동)",37.5947663,127.0104379,36,37,02-921-3131,2831
사랑과섬김요양원,G2952,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김나경,1135000000,노원구,서울특별시 노원구 한글비석로 4225층 (상계동),37.6512273,127.067014,9,9,29301288,1668
강북재활요양원2호점,G3008,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,나영선,1132000000,도봉구,"서울특별시 도봉구 도봉로 669, 601호 (방학동)",37.6699717,127.0361479,9,9,29568700,1384
강북재활요양원,G3010,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,장경순,1132000000,도봉구,"서울특별시 도봉구 도봉로 669, 601호 (방학동)",37.6699717,127.0361479,9,9,29568700,1384
가족사랑요양원,G3078,(노인) 노인요양시설,노인의료복지시설,자치구,김혜자,1154500000,금천구,"서울특별시 금천구 시흥대로 214, 10층 (시흥동)",37.4530549,126.9017192,29,29,02-803-7707,8628
큰사랑요양원,G3095,(노인) 노인요양시설,노인의료복지시설,자치구,정용훈,1132000000,도봉구,"서울특별시 도봉구 도봉로180길 46, 5층 (도봉동)",37.6822244,127.0477933,29,29,234915720,1320
행복마지요양원,G3108,(노인) 노인요양시설,노인의료복지시설,자치구,정한준,1150000000,강서구,"서울특별시 강서구 강서로12길 8-8, 1,2층 (화곡동, 근상프리즘주상복합아파트)",37.5313941,126.847465,29,29,226763275,157650
청춘요양원,G3115,(노인) 노인요양시설,노인의료복지시설,자치구,강정희,1132000000,도봉구,"서울특별시 도봉구 도봉로180길 46, 4층 (도봉동)",37.6822244,127.0477933,29,29,29540001,1320
은나무요양원,G3116,(노인) 노인요양시설,노인의료복지시설,자치구,황욱,1132000000,도봉구,"서울특별시 도봉구 도봉로180나길 48-0 (도봉동)46, 6층 (도봉동)",37.6834715,127.0501832,29,29,29957588,1319
행복요양원,G3119,(노인) 노인요양시설,노인의료복지시설,자치구,조용진,1132000000,도봉구,"서울특별시 도봉구 도봉로180길 46, 2층 (도봉동)",37.6822244,127.0477933,29,29,29550002,1320
상계요양원,G3121,(노인) 노인요양시설,노인의료복지시설,자치구,박미진,1135000000,노원구,서울특별시 노원구 동일로242바길 27 (상계동),37.6742875,127.0611834,82,82,29313376,139600
새마음요양원,G3124,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,장영이,1150000000,강서구,"서울특별시 강서구 공항대로41길 34, 3층 (등촌동)",37.5593008,126.845731,9,9,02-3662-5978,7587
희망요양원,G3125,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박래경,1150000000,강서구,"서울특별시 강서구 공항대로41길 34, 3층 (등촌동)",37.5593008,126.845731,9,9,236635978,7587
미소사랑요양원,G3143,(노인) 노인요양시설,노인의료복지시설,자치구,이상실,1132000000,도봉구,"서울특별시 도봉구 도봉로180길 46, 3층 (도봉동)",37.6822244,127.0477933,29,29,29543322,1320
선한노인전문요양원,G3169,(노인) 노인요양시설,노인의료복지시설,자치구,김광희,1132000000,도봉구,서울특별시 도봉구 덕릉로62길 52-6 (창동)52-6 (창동),37.6392366,127.0421237,39,39,29078686,1475
효심요양원,G3176,(노인) 노인요양시설,노인의료복지시설,자치구,박찬우,1132000000,도봉구,"서울특별시 도봉구 도봉로180길 46, 7층 (도봉동)",37.6822244,127.0477933,29,29,29569977,1320
가족사랑노인요양센터,G3186,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김성현,1130500000,강북구,"서울특별시 강북구 월계로 75, 4층 (미아동, 동구빌딩)",37.6132747,127.0373371,9,9,29948655,1236
효누리요양원,G3257,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김태연,1135000000,노원구,"서울특별시 노원구 한글비석로 422, 3층 (상계동)",37.6620559,127.07035,9,9,29371030,139600
다애요양원,G3276,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,권선태,1126000000,중랑구,"서울특별시 중랑구 망우로262, 2층 (상봉동)",37.5950319,127.0817704,9,9,29600119,131600
행복한노인요양원3,G3292,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,임종기,1130500000,강북구,"서울특별시 강북구 덕릉로 46, 2, 4층 (수유동, 신우빌딩)",37.6340425,127.0185411,9,9,29026400,1111
더시그넘하우스 너싱홈,G3308,(노인) 노인요양시설,노인의료복지시설,자치구,옥순인,1168000000,강남구,서울특별시 강남구 자곡로 204-25 (자곡동),37.4732225,127.1038056,60,40,24458856,6373
강북실버요양원2호점,G3322,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,홍석중,1132000000,도봉구,"서울특별시 도봉구 도봉로669, 201동 (방학동, 이정빌딩)",37.6644014,127.0420621,9,9,29567766,1346
소망요양원,G3323,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,심향유,1123000000,동대문구,"서울특별시 동대문구 한천로37길 19, 4층 (답십리동)",37.5763219,127.0665214,9,5,222487533,130650
강북실버요양원,G3324,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,고은숙,1132000000,도봉구,"서울특별시 도봉구 도봉로669, 201호 (방학동, 이정빌딩)",37.6726414,127.0340072,9,,29567766,1346
솔요양원,G3335,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김효희,1150000000,강서구,"서울특별시 강서구 강서로17길 25 (화곡동, 3층)",37.5326415,126.8445008,9,7,226454454,157650
푸른요양원,G3336,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,오선영,1150000000,강서구,"서울특별시 강서구 강서로17길 25 (화곡동, 3층)",37.5326415,126.8445008,9,8,226454454,157650
푸른요양원2호점,G3337,(노인) 노인요양시설,노인의료복지시설,자치구,신현진,1130500000,강북구,"서울특별시 강북구 도봉로81길 43, 지,1,5~8층 (수유동)",37.6349001,127.0205984,27,26,29721736,1081
푸른솔요양원,G3346,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,전형묵,1150000000,강서구,"서울특별시 강서구 강서로17길 25 (화곡동, 3층)",37.5326415,126.8445008,9,8,226454454,157650
큰사랑노인요양원,G3364,(노인) 노인요양시설,노인의료복지시설,자치구,박성애,1132000000,도봉구,"서울특별시 도봉구 도봉로152길26, 7층 (방학동, 렉시온프라자)",37.6692551,127.0452414,28,28,234925720,1332
중앙요양원,G3370,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,전양현,1162000000,관악구,"서울특별시 관악구 남부순환로 1432-7, 501호 (신림동)",37.4804581,126.9101271,9,9,28867757,151600
도봉하루요양원3호점,G3372,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,연예령,1132000000,도봉구,"서울특별시 도봉구 방학로3길103, 5,6층 (쌍문동)",37.6585483,127.0390708,8,8,7081167713,1395
강북요양원,G3386,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정진숙,1132000000,도봉구,"서울특별시 도봉구 도봉로 669-0 (방학동)669, 5층 501호 (방학동, 이정빌딩)",37.6619108,127.032123,9,9,29544100,1346
강북요양원2호점,G3387,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김정희,1132000000,도봉구,서울특별시 도봉구 도봉로 669-0 (방학동),37.6619108,127.032123,9,9,29544100,1346
효심요양원2호,G3389,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,홍승대,1126000000,중랑구,"서울특별시 중랑구 망우로 171, 4층 (중화동)",37.5931587,127.0717244,9,9,7045437367,131600
효심요양원1호,G3391,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,윤소정,1126000000,중랑구,"서울특별시 중랑구 망우로 171, 4층 (중화동)",37.5931587,127.0717244,9,9,7045437367,131600
행복가득요양원,G3503,(노인) 노인요양시설,노인의료복지시설,자치구,조미정,1141000000,서대문구,서울특별시 서대문구 거북골로 202-2 (북가좌동),37.5786613,126.9089637,25,20,23035959,3681
한마음실버빌,G3525,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조훈원,1168000000,강남구,"서울특별시 강남구 논현로12길 19-4, 2~3층 (개포동)",37.4752364,127.049203,9,9,25770091,6312
장수노인요양공동생활가정,G3536,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,장미영,1141000000,서대문구,서울특별시 서대문구 응암로 145 (북가좌동),37.5853506,126.9150216,9,9,23523520,120650
경동노인요양원2,G3567,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조현,1123000000,동대문구,"서울특별시 동대문구 약령시로 122-5, 1~3층 (제기동)",37.5827792,127.0433781,9,8,29622262,130650
경동노인요양원,G3568,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,윤용암,1123000000,동대문구,"서울특별시 동대문구 약령시로 122-5, 4~6층 (제기동)",37.5827792,127.0433781,9,0,29622262,130650
시니어실버타운2,G3570,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김종선,1154500000,금천구,"서울특별시 금천구 독산로 217, 5층 (독산동)",37.4661415,126.9015375,9,9,28028020,8542
시니어실버타운1,G3571,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박행란,1154500000,금천구,"서울특별시 금천구 독산로217, 4층 (독산동)",37.4661415,126.9015375,9,9,28028020,8542
러빙케어,G3646,(노인) 노인요양시설,노인의료복지시설,자치구,이대석,1135000000,노원구,"서울특별시 노원구 상계로1길 54-4, 207, 307호 (상계동, 상계동센트럴타워)",37.658335,127.0616263,28,28,29398300,1693
사랑재활요양원3호점,G3658,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정금숙,1132000000,도봉구,"서울특별시 도봉구 덕릉로59아길 54 (창동, 이순빌딩 3,4층)",37.6431892,127.0394695,9,9,29003882,1464
서울행복한요양원,G3682,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이상엽,1132000000,도봉구,"서울특별시 도봉구 마들로 664-11, 601호 (도봉동)",37.6694815,127.0471125,9,9,29060599,1330
나은요양원,G3693,(노인) 노인요양시설,노인의료복지시설,자치구,구영회,1162000000,관악구,"서울특별시 관악구 호암로 401, 5층 (신림동)",37.4611103,126.9259645,13,11,28567339,8848
길재활요양원,G3761,(노인) 노인요양시설,노인의료복지시설,자치구,한진섭,1130500000,강북구,서울특별시 강북구 인수봉로 225 (수유동),37.639337,127.0125152,71,50,29926993,1022
정진요양원,G3775,(노인) 노인요양시설,노인의료복지시설,자치구,김진환,1129000000,성북구,"서울특별시 성북구 서경로 110, 2-5층 (정릉동, 정진빌딩)",37.6127224,127.0133993,68,36,02-943-4272,136600
광진늘푸른요양원,G3778,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이화재,1121500000,광진구,"서울특별시 광진구 뚝섬로 613, 6층 (자양동)",37.5327932,127.0779918,9,9,24447171,143607
효림요양원,G3781,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박혜진,1123000000,동대문구,"서울특별시 동대문구 고산자로 476, 3층 (제기동)",37.5821397,127.0389325,9,9,29623009,2571
경동효림요양원,G3783,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이서주,1123000000,동대문구,"서울특별시 동대문구 고산자로 476, 4층 (제기동)",37.5821397,127.0389325,9,0,29633011,2571
하나요양원,G3809,(노인) 노인요양시설,노인의료복지시설,자치구,이지영,1154500000,금천구,"서울특별시 금천구 시흥대로153길 99, 4,7,8층 (가산동)",37.4757823,126.8933704,49,49,02-866-6690,153600
정원실버요양원 2호점,G3817,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,배성희,1174000000,강동구,"서울특별시 강동구 양재대로124길 41, 3층 (길동, 성원빌딩)",37.542809,127.144493,9,9,24701725,5302
정원실버요양원,G3818,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조순이,1174000000,강동구,"서울특별시 강동구 양재대로124길 41, 4층 (길동)",37.542809,127.144493,9,9,24701723,5302
올리사랑 요양원,G3850,(노인) 노인요양시설,노인의료복지시설,자치구,백승권,1147000000,양천구,"서울특별시 양천구 신월로 191 (신월동, 정세빌딩 3.4.5 층)",37.5199558,126.8438258,24,24,226029620,158600
정릉노인요양원,G3865,(노인) 노인요양시설,노인의료복지시설,자치구,윤고은,1129000000,성북구,서울특별시 성북구 정릉로12길 69 (정릉동),37.6058936,127.0024959,44,44,262433000,136600
나눔요양원,G3925,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박형배,1162000000,관악구,"서울특별시 관악구 남부순환로 1468-0 (신림동)1468, 4층 (신림동)",37.4813449,126.9137297,9,9,28566757,8771
효사랑요양원,G3941,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,오승환,1162000000,관악구,"서울특별시 관악구 관악로 111, 3층 (봉천동)",37.4750057,126.9524671,9,9,28821592,151600
신림요양원,G4050,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,심우경,1162000000,관악구,"서울특별시 관악구 난곡로 272, 2층 (신림동)",37.4783831,126.9153688,9,9,28575882,151600
동대문효림요양원,G4067,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박영주,1123000000,동대문구,"서울특별시 동대문구 고산자로 476, 3층 (제기동)",37.5821397,127.0389325,9,9,29623009,2571
제기동효림요양원,G4068,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이희주,1123000000,동대문구,"서울특별시 동대문구 고산자로 476, 4층 (제기동)",37.5821397,127.0389325,9,7,29633011,2571
서울팔팔요양원,G4072,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이춘숙,1123000000,동대문구,"서울특별시 동대문구 고산자로 476, 5층 (제기동)",37.5821397,127.0389325,9,4,29598800,2571
서울백세요양원,G4073,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조진영,1123000000,동대문구,"서울특별시 동대문구 고산자로 476, 5층 (제기동)",37.5821397,127.0389325,9,2,29598800,2571
그린케어요양센터,G4166,(노인) 노인요양시설,노인의료복지시설,자치구,김은자,1153000000,구로구,"서울특별시 구로구 중앙로 60, 6,7층 (고척동, 강산메디칼프라자)",37.5031332,126.8625831,42,42,23332510,8223
노원행복한요양원,G4168,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,임계남,1135000000,노원구,"서울특별시 노원구 한글비석로47길 58, 4층 (상계동)",37.6616583,127.0665783,9,9,29360055,1679
행복한요양원,G4169,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조현자,1135000000,노원구,"서울특별시 노원구 한글비석로47길 58, 3층 (상계동)",37.6616583,127.0665783,9,9,29360055,1679
성산100세노인요양공동생활가정 1관,G4226,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김성태,1141000000,서대문구,서울특별시 서대문구 증가로 55 (연희동),37.5726564,126.9285388,9,3,269569961,3702
금천햇살요양원,G4267,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,우영선,1154500000,금천구,"서울특별시 금천구 시흥대로 487, 독산1동 2층 (독산동)",37.4771018,126.8982895,9,9,02-852-5176,8530
강북효심요양원1,G4328,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정은경,1130500000,강북구,"서울특별시 강북구 삼양로77가길 9, 4층 (수유동)",37.6294992,127.0171188,9,9,29878879,1103
강북효심요양원2,G4329,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김안숙,1130500000,강북구,"서울특별시 강북구 삼양로77가길 9, 2,지하1층 (수유동)",37.6294992,127.0171188,9,9,29878877,1103
은빛사랑1,G4365,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,신우재,1156000000,영등포구,"서울특별시 영등포구 디지털로 392, 5층(대림동, 정성빌딩)5층 (대림동, 정성빌딩)",37.4916282,126.9027821,8,8,02-833-3116,7438
은빛사랑2,G4366,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,고미애,1156000000,영등포구,서울특별시 영등포구 디지털로 392 (대림동. 정성빌딩)5층,37.4916282,126.9027821,8,8,02-831-0377,7438
은빛사랑3,G4367,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,민경우,1156000000,영등포구,"서울특별시 영등포구 디지털로 392, 6층 (대림동, 정성빌딩)6층 (대림동, 정성빌딩)",37.4916282,126.9027821,8,8,02-6014-0378,7438
가인요양원,G4406,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,유영근,1130500000,강북구,"서울특별시 강북구 삼양로 437, 2층 (수유동, 성아빌딩)",37.6423822,127.0162597,9,,29905556,1033
하늘정원 요양원,G4407,(노인) 노인요양시설,노인의료복지시설,자치구,김동미,1147000000,양천구,"서울특별시 양천구 등촌로 32, 8층 (목동, 태영프라자)",37.5328245,126.8641617,36,36,7073350680,7965
정든요양원,G4416,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,유희연,1123000000,동대문구,"서울특별시 동대문구 제기로 72, 4층 (제기동)",37.5864205,127.0410612,9,9,29603490,2480
강북유진복지센터,G4418,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,장명희,1130500000,강북구,"서울특별시 강북구 삼양로77가길 9, 5층 (수유동)",37.6294992,127.0171188,9,,29828870,1103
노인요양시설 하늘정원실버케어,G4476,(노인) 노인요양시설,노인의료복지시설,자치구,김향미,1141000000,서대문구,서울특별시 서대문구 홍제내길48 (홍제동),37.5846299,126.9362992,18,18,23918047,3642
강동힐링요양원,G4483,(노인) 노인요양시설,노인의료복지시설,자치구,정혜수,1174000000,강동구,서울특별시 강동구 천호대로 1240-9 (둔촌동),37.5282539,127.1447139,29,29,24854701,5359
가온실버케어,G4487,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,강정애,1138000000,은평구,"서울특별시 은평구 가좌로306, 4층 (신사동)",37.5951888,126.9111644,9,9,7088333180,3452
가족사랑노인요양원,G4496,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,강번영,1150000000,강서구,"서울특별시 강서구 곰달래로 97, 2층 (화곡동, BS타운)",37.530517,126.8436199,8,8,226086388,7773
목동평강 요양원,G4509,(노인) 노인요양시설,노인의료복지시설,자치구,임재심,1147000000,양천구,"서울특별시 양천구 은행정로5, 6층 (신정동, 에벤에셀프라자)",37.5201773,126.8595935,66,66,226519945,8086
한마음요양원,G4517,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김진희,1168000000,강남구,"서울특별시 강남구 논현로12길 19-4, 2~3층 (개포동)",37.4752364,127.049203,9,9,25770091,6312
엠더블유(공생) 요양원,G4529,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,장유진,1111000000,종로구,"서울특별시 종로구 율곡로17길 7-38, 6층 (이화동)",37.5763804,127.0039019,8,7,02-3676-5509,3100
강남가정요양원4,G4592,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,한동인,1154500000,금천구,"서울특별시 금천구 독산로 290, 4층 (독산동)",37.472624,126.9034292,9,9,28389993,8554
